w_flavour,w_nutrition,w_macro,w_cooccurrence,MRR,H@5,H@10
0.0,0.45,0.05,0.5,0.2314,0.2105,0.6842
0.0,0.5,0.05,0.45,0.2314,0.2105,0.6842
0.6,0.05,0.0,0.35,0.2313,0.3684,0.4737
0.0,0.05,0.15,0.8,0.2312,0.3158,0.6842
0.05,0.0,0.6,0.35,0.2312,0.3158,0.5263
0.55,0.15,0.3,0.0,0.2311,0.3684,0.6316
0.3,0.05,0.2,0.45,0.2311,0.3684,0.5789
0.0,0.1,0.25,0.65,0.231,0.3158,0.6842
0.45,0.1,0.25,0.2,0.2309,0.3684,0.6316
0.35,0.05,0.25,0.35,0.2309,0.3684,0.5789
0.45,0.15,0.25,0.15,0.2308,0.3684,0.6316
0.5,0.15,0.25,0.1,0.2308,0.3684,0.6316
0.1,0.1,0.3,0.5,0.2303,0.3684,0.7895
0.0,0.3,0.1,0.6,0.2302,0.2632,0.7368
0.0,0.2,0.1,0.7,0.2301,0.2632,0.7368
0.0,0.25,0.1,0.65,0.2301,0.2632,0.7368
0.5,0.1,0.25,0.15,0.2299,0.3684,0.6316
0.45,0.05,0.3,0.2,0.2299,0.3684,0.5789
0.0,0.4,0.05,0.55,0.2299,0.2105,0.6316
0.25,0.05,0.15,0.55,0.2298,0.3684,0.6316
0.5,0.05,0.3,0.15,0.2297,0.3684,0.5789
0.65,0.05,0.0,0.3,0.2297,0.3158,0.4737
0.0,0.15,0.1,0.75,0.2295,0.2632,0.7368
0.55,0.1,0.3,0.05,0.2294,0.3684,0.5789
0.35,0.1,0.2,0.35,0.2293,0.3684,0.6316
0.4,0.1,0.2,0.3,0.2291,0.3684,0.6316
0.4,0.05,0.25,0.3,0.2289,0.3684,0.5789
0.0,0.15,0.15,0.7,0.2288,0.2632,0.6842
0.8,0.05,0.0,0.15,0.2287,0.3158,0.4737
0.55,0.05,0.35,0.05,0.2286,0.3684,0.5789
0.75,0.05,0.0,0.2,0.2286,0.3158,0.4737
0.55,0.15,0.25,0.05,0.2285,0.3684,0.6316
0.7,0.05,0.0,0.25,0.2285,0.3158,0.4737
0.0,0.1,0.15,0.75,0.2284,0.2632,0.6842
0.0,0.1,0.2,0.7,0.2284,0.2632,0.6842
0.3,0.1,0.15,0.45,0.2283,0.3684,0.6316
0.6,0.1,0.3,0.0,0.228,0.3684,0.5789
0.85,0.05,0.0,0.1,0.228,0.3158,0.4737
0.4,0.15,0.2,0.25,0.2278,0.3684,0.6316
0.9,0.05,0.0,0.05,0.2278,0.3158,0.4737
0.95,0.05,0.0,0.0,0.2278,0.3158,0.4737
0.55,0.2,0.25,0.0,0.2273,0.3684,0.6316
0.35,0.05,0.2,0.4,0.2272,0.3684,0.5789
0.6,0.15,0.25,0.0,0.2272,0.3684,0.5789
0.45,0.1,0.2,0.25,0.2271,0.3684,0.5789
0.45,0.15,0.2,0.2,0.2271,0.3684,0.5789
0.0,0.0,0.8,0.2,0.227,0.3684,0.5263
0.2,0.05,0.1,0.65,0.2268,0.3684,0.5789
0.55,0.1,0.25,0.1,0.2267,0.3684,0.5789
0.0,0.1,0.05,0.85,0.2267,0.2632,0.6316
0.35,0.1,0.15,0.4,0.2266,0.3684,0.5789
0.3,0.05,0.15,0.5,0.2262,0.3684,0.5789
0.0,0.15,0.05,0.8,0.226,0.2632,0.6316
0.5,0.15,0.2,0.15,0.2258,0.3684,0.5789
0.0,0.1,0.1,0.8,0.2253,0.2632,0.6316
0.4,0.1,0.15,0.35,0.2252,0.3684,0.5789
0.6,0.05,0.35,0.0,0.2252,0.3684,0.5789
0.55,0.15,0.2,0.1,0.2251,0.3684,0.5789
0.6,0.15,0.2,0.05,0.2251,0.3684,0.5789
0.25,0.1,0.1,0.55,0.225,0.3684,0.5789
0.5,0.15,0.15,0.2,0.225,0.3684,0.5789
0.5,0.2,0.2,0.1,0.225,0.3684,0.5789
0.35,0.1,0.1,0.45,0.2248,0.3684,0.5789
0.55,0.05,0.3,0.1,0.2245,0.3684,0.5789
0.6,0.05,0.3,0.05,0.2245,0.3684,0.5789
0.5,0.2,0.15,0.15,0.2242,0.3684,0.5789
0.4,0.15,0.15,0.3,0.2239,0.3684,0.5789
0.55,0.2,0.2,0.05,0.2239,0.3684,0.5789
0.6,0.2,0.2,0.0,0.2239,0.3684,0.5789
0.45,0.15,0.15,0.25,0.2238,0.3684,0.5789
0.3,0.1,0.1,0.5,0.2237,0.3684,0.5789
0.55,0.2,0.15,0.1,0.2236,0.3684,0.5789
0.45,0.05,0.25,0.25,0.2235,0.3684,0.5789
0.15,0.05,0.05,0.75,0.2231,0.3684,0.5789
0.0,0.05,0.05,0.9,0.2231,0.2632,0.5789
0.15,0.0,0.75,0.1,0.2229,0.3684,0.5789
0.65,0.05,0.25,0.05,0.2228,0.3684,0.5263
0.5,0.05,0.25,0.2,0.2227,0.3684,0.5789
0.4,0.05,0.2,0.35,0.2226,0.3684,0.5789
0.6,0.05,0.2,0.15,0.2224,0.3684,0.5263
0.65,0.05,0.3,0.0,0.2223,0.3684,0.5789
0.55,0.05,0.2,0.2,0.2223,0.3684,0.5263
0.65,0.1,0.2,0.05,0.2222,0.3684,0.5263
0.45,0.05,0.15,0.35,0.2221,0.3684,0.5263
0.0,1.0,0.0,0.0,0.2218,0.3684,0.7895
0.25,0.05,0.1,0.6,0.2215,0.3684,0.5789
0.5,0.1,0.2,0.2,0.2214,0.3684,0.5789
0.0,0.05,0.1,0.85,0.2213,0.2632,0.6316
0.55,0.05,0.25,0.15,0.2208,0.3684,0.5263
0.45,0.05,0.2,0.3,0.2206,0.3684,0.5263
0.6,0.1,0.25,0.05,0.2205,0.3684,0.5263
0.35,0.05,0.15,0.45,0.2201,0.3684,0.5263
0.6,0.05,0.25,0.1,0.22,0.3684,0.5263
0.45,0.1,0.15,0.3,0.2199,0.3684,0.5789
0.65,0.15,0.2,0.0,0.2199,0.3684,0.5789
0.5,0.1,0.15,0.25,0.2198,0.3684,0.5789
0.25,0.05,0.05,0.65,0.2196,0.3684,0.5789
0.45,0.1,0.1,0.35,0.2196,0.3684,0.5789
0.5,0.1,0.1,0.3,0.2196,0.3684,0.5789
0.65,0.2,0.15,0.0,0.2196,0.3684,0.5789
0.7,0.15,0.15,0.0,0.2196,0.3684,0.5789
0.25,0.1,0.05,0.6,0.2195,0.3684,0.5789
0.35,0.1,0.05,0.5,0.2195,0.3684,0.5789
0.5,0.2,0.1,0.2,0.2195,0.3684,0.5789
0.6,0.15,0.1,0.15,0.2195,0.3684,0.5789
0.6,0.25,0.15,0.0,0.2195,0.3684,0.5789
0.65,0.15,0.1,0.1,0.2195,0.3684,0.5789
0.7,0.15,0.1,0.05,0.2195,0.3684,0.5789
0.7,0.2,0.1,0.0,0.2195,0.3684,0.5789
0.75,0.15,0.1,0.0,0.2195,0.3684,0.5789
0.4,0.1,0.05,0.45,0.2194,0.3684,0.5789
0.45,0.1,0.05,0.4,0.2194,0.3684,0.5789
0.5,0.1,0.05,0.35,0.2194,0.3684,0.5789
0.5,0.15,0.05,0.3,0.2194,0.3684,0.5789
0.55,0.15,0.05,0.25,0.2194,0.3684,0.5789
0.6,0.15,0.05,0.2,0.2194,0.3684,0.5789
0.35,0.15,0.05,0.45,0.2193,0.3684,0.5789
0.6,0.25,0.1,0.05,0.2193,0.3684,0.5789
0.65,0.15,0.05,0.15,0.2192,0.3684,0.5789
0.4,0.15,0.1,0.35,0.2191,0.3684,0.5789
0.6,0.2,0.15,0.05,0.2191,0.3684,0.5789
0.7,0.15,0.05,0.1,0.2187,0.3684,0.5789
0.65,0.25,0.1,0.0,0.2186,0.3684,0.5789
0.5,0.05,0.2,0.25,0.2186,0.3684,0.5263
0.3,0.1,0.05,0.55,0.2183,0.3684,0.5789
0.45,0.15,0.1,0.3,0.2183,0.3684,0.5789
0.55,0.2,0.1,0.15,0.2183,0.3684,0.5789
0.4,0.15,0.05,0.4,0.2182,0.3684,0.5789
0.6,0.2,0.1,0.1,0.2182,0.3684,0.5789
0.55,0.1,0.2,0.15,0.2182,0.3684,0.5263
0.65,0.1,0.25,0.0,0.2182,0.3684,0.5263
0.4,0.05,0.15,0.4,0.2179,0.3684,0.5263
0.55,0.1,0.15,0.2,0.2179,0.3684,0.5263
0.6,0.1,0.2,0.1,0.2178,0.3684,0.5263
0.3,0.05,0.1,0.55,0.2177,0.3684,0.5263
0.5,0.05,0.15,0.3,0.2177,0.3684,0.5263
0.55,0.05,0.15,0.25,0.2177,0.3684,0.5263
0.55,0.1,0.1,0.25,0.2177,0.3684,0.5263
0.6,0.05,0.15,0.2,0.2177,0.3684,0.5263
0.5,0.05,0.1,0.35,0.2176,0.3684,0.5263
0.7,0.1,0.2,0.0,0.2176,0.3684,0.5263
0.35,0.05,0.1,0.5,0.2175,0.3684,0.5263
0.3,0.05,0.05,0.6,0.2174,0.3684,0.5263
0.4,0.05,0.1,0.45,0.2174,0.3684,0.5263
0.45,0.05,0.1,0.4,0.2174,0.3684,0.5263
0.6,0.1,0.15,0.15,0.2174,0.3684,0.5263
0.65,0.1,0.15,0.1,0.2174,0.3684,0.5263
0.7,0.1,0.15,0.05,0.2174,0.3684,0.5263
0.1,0.0,0.5,0.4,0.2173,0.3684,0.5789
0.35,0.05,0.05,0.55,0.2173,0.3684,0.5263
0.6,0.1,0.1,0.2,0.2173,0.3684,0.5263
0.65,0.1,0.1,0.15,0.2173,0.3684,0.5263
0.7,0.1,0.1,0.1,0.2173,0.3684,0.5263
0.75,0.1,0.15,0.0,0.2173,0.3684,0.5263
0.55,0.15,0.15,0.15,0.2171,0.3684,0.5789
0.6,0.15,0.15,0.1,0.217,0.3684,0.5789
0.4,0.1,0.1,0.4,0.2169,0.3684,0.5789
0.5,0.15,0.1,0.25,0.2169,0.3684,0.5789
0.55,0.15,0.1,0.2,0.2169,0.3684,0.5789
0.65,0.15,0.15,0.05,0.2169,0.3684,0.5789
0.55,0.05,0.1,0.3,0.2169,0.3684,0.5263
0.2,0.05,0.05,0.7,0.2168,0.3684,0.5789
0.65,0.2,0.1,0.05,0.2168,0.3684,0.5789
0.75,0.1,0.1,0.05,0.2167,0.3684,0.5263
0.6,0.05,0.1,0.25,0.2166,0.3684,0.4737
0.55,0.1,0.05,0.3,0.2165,0.3684,0.4737
0.4,0.05,0.05,0.5,0.2162,0.3684,0.4737
0.45,0.05,0.05,0.45,0.2162,0.3684,0.4737
0.8,0.1,0.1,0.0,0.2162,0.3684,0.4737
0.6,0.1,0.05,0.25,0.2161,0.3684,0.4737
0.45,0.15,0.05,0.35,0.2155,0.3684,0.5789
0.1,0.0,0.55,0.35,0.2155,0.3158,0.5789
0.1,0.0,0.6,0.3,0.2153,0.3158,0.5789
0.1,0.0,0.65,0.25,0.2148,0.3158,0.5789
0.7,0.05,0.25,0.0,0.214,0.3684,0.5263
0.55,0.0,0.45,0.0,0.2127,0.3684,0.6316
0.7,0.05,0.15,0.1,0.2097,0.3684,0.5263
0.7,0.05,0.2,0.05,0.2097,0.3684,0.5263
0.65,0.05,0.2,0.1,0.2094,0.3684,0.5263
0.75,0.15,0.05,0.05,0.2094,0.3684,0.5263
0.8,0.15,0.05,0.0,0.2094,0.3684,0.5263
0.65,0.05,0.15,0.15,0.209,0.3684,0.5263
0.7,0.05,0.1,0.15,0.2085,0.3684,0.4737
0.5,0.0,0.4,0.1,0.2081,0.3684,0.6316
0.65,0.05,0.1,0.2,0.2081,0.3684,0.4737
0.55,0.05,0.05,0.35,0.2075,0.3684,0.4737
0.5,0.05,0.05,0.4,0.2074,0.3684,0.4737
0.0,0.0,0.0,1.0,0.2074,0.2632,0.5789
0.65,0.1,0.05,0.2,0.2072,0.3684,0.4737
0.7,0.1,0.05,0.15,0.2072,0.3684,0.4737
0.05,0.0,0.25,0.7,0.207,0.3158,0.5789
0.75,0.05,0.2,0.0,0.2057,0.3684,0.5263
0.55,0.0,0.4,0.05,0.2051,0.4211,0.5789
0.75,0.05,0.15,0.05,0.2048,0.3684,0.5263
0.8,0.05,0.15,0.0,0.2048,0.3684,0.5263
0.05,0.0,0.3,0.65,0.2042,0.2632,0.5789
0.6,0.05,0.05,0.3,0.2032,0.3684,0.4737
0.45,0.0,0.35,0.2,0.2031,0.4211,0.6316
0.6,0.0,0.0,0.4,0.2028,0.3684,0.4737
0.65,0.0,0.0,0.35,0.2028,0.3684,0.4737
0.7,0.0,0.0,0.3,0.2028,0.3684,0.4737
0.75,0.0,0.0,0.25,0.2028,0.3684,0.4737
0.75,0.1,0.05,0.1,0.2028,0.3684,0.4737
0.8,0.0,0.0,0.2,0.2028,0.3684,0.4737
0.8,0.1,0.05,0.05,0.2028,0.3684,0.4737
0.85,0.0,0.0,0.15,0.2028,0.3684,0.4737
0.85,0.1,0.05,0.0,0.2028,0.3684,0.4737
0.9,0.0,0.0,0.1,0.2028,0.3684,0.4737
0.95,0.0,0.0,0.05,0.2028,0.3684,0.4737
1.0,0.0,0.0,0.0,0.2028,0.3684,0.4737
0.25,0.0,0.0,0.75,0.2022,0.3684,0.4737
0.3,0.0,0.0,0.7,0.2022,0.3684,0.4737
0.35,0.0,0.0,0.65,0.2022,0.3684,0.4737
0.4,0.0,0.0,0.6,0.2022,0.3684,0.4737
0.45,0.0,0.0,0.55,0.2022,0.3684,0.4737
0.5,0.0,0.0,0.5,0.2022,0.3684,0.4737
0.55,0.0,0.0,0.45,0.2022,0.3684,0.4737
0.2,0.0,0.0,0.8,0.2019,0.3684,0.4737
0.75,0.05,0.1,0.1,0.2015,0.3684,0.4737
0.8,0.05,0.1,0.05,0.2015,0.3684,0.4737
0.85,0.05,0.1,0.0,0.2015,0.3684,0.4737
0.15,0.0,0.0,0.85,0.2011,0.3684,0.4737
0.7,0.05,0.05,0.2,0.2011,0.3684,0.4737
0.1,0.0,0.0,0.9,0.201,0.3684,0.4737
0.65,0.05,0.05,0.25,0.201,0.3684,0.4737
0.0,0.0,0.5,0.5,0.2007,0.3684,0.5263
0.0,0.0,0.55,0.45,0.2007,0.3684,0.5263
0.0,0.0,0.6,0.4,0.2007,0.3684,0.5263
0.0,0.0,0.65,0.35,0.2007,0.3684,0.5263
0.0,0.0,0.7,0.3,0.2007,0.3684,0.5263
0.0,0.0,0.75,0.25,0.2007,0.3684,0.5263
0.25,0.0,0.2,0.55,0.2007,0.3158,0.5263
0.05,0.0,0.0,0.95,0.2006,0.3684,0.4211
0.0,0.0,0.45,0.55,0.2005,0.3684,0.5263
0.4,0.0,0.3,0.3,0.1996,0.3684,0.5789
0.75,0.05,0.05,0.15,0.1995,0.3158,0.4737
0.8,0.05,0.05,0.1,0.1995,0.3158,0.4737
0.5,0.0,0.35,0.15,0.1994,0.3684,0.5789
0.35,0.0,0.3,0.35,0.1989,0.3158,0.5789
0.85,0.05,0.05,0.05,0.1984,0.3158,0.4737
0.0,0.0,0.4,0.6,0.1979,0.3684,0.5263
0.6,0.0,0.4,0.0,0.1977,0.3684,0.5789
0.0,0.05,0.0,0.95,0.1977,0.3158,0.6316
0.0,0.2,0.0,0.8,0.1977,0.3158,0.6316
0.0,0.25,0.0,0.75,0.1977,0.3158,0.6316
0.0,0.3,0.0,0.7,0.1977,0.3158,0.6316
0.0,0.35,0.0,0.65,0.1977,0.3158,0.6316
0.0,0.4,0.0,0.6,0.1977,0.3158,0.6316
0.0,0.45,0.0,0.55,0.1977,0.3158,0.6316
0.0,0.5,0.0,0.5,0.1977,0.3158,0.6316
0.0,0.55,0.0,0.45,0.1977,0.3158,0.6316
0.0,0.6,0.0,0.4,0.1977,0.3158,0.6316
0.0,0.65,0.0,0.35,0.1977,0.3158,0.6316
0.0,0.7,0.0,0.3,0.1977,0.3158,0.6316
0.0,0.75,0.0,0.25,0.1977,0.3158,0.6316
0.0,0.8,0.0,0.2,0.1977,0.3158,0.6316
0.0,0.85,0.0,0.15,0.1977,0.3158,0.6316
0.0,0.9,0.0,0.1,0.1977,0.3158,0.6316
0.0,0.95,0.0,0.05,0.1977,0.3158,0.6316
0.0,0.1,0.0,0.9,0.1972,0.3158,0.6316
0.0,0.15,0.0,0.85,0.1972,0.3158,0.6316
0.9,0.05,0.05,0.0,0.1972,0.3158,0.4737
0.35,0.0,0.25,0.4,0.197,0.3684,0.5263
0.3,0.0,0.25,0.45,0.197,0.3158,0.5789
0.7,0.0,0.3,0.0,0.1967,0.3684,0.4737
0.45,0.0,0.2,0.35,0.1962,0.3684,0.4737
0.2,0.0,0.15,0.65,0.1958,0.3684,0.5263
0.65,0.0,0.3,0.05,0.1957,0.3684,0.5263
0.35,0.0,0.15,0.5,0.1956,0.3684,0.4737
0.6,0.0,0.25,0.15,0.1953,0.3684,0.4737
0.45,0.0,0.3,0.25,0.1951,0.3684,0.5263
0.55,0.0,0.35,0.1,0.1947,0.3684,0.5263
0.25,0.0,0.1,0.65,0.1947,0.3684,0.4737
0.75,0.0,0.25,0.0,0.1947,0.3684,0.4737
0.5,0.0,0.2,0.3,0.1946,0.3684,0.4737
0.6,0.0,0.35,0.05,0.1943,0.3684,0.5789
0.55,0.0,0.25,0.2,0.1941,0.3684,0.4737
0.4,0.0,0.15,0.45,0.194,0.3684,0.4737
0.65,0.0,0.25,0.1,0.194,0.3684,0.4737
0.7,0.0,0.25,0.05,0.194,0.3684,0.4737
0.55,0.0,0.2,0.25,0.1939,0.3684,0.4737
0.6,0.0,0.2,0.2,0.1939,0.3684,0.4737
0.5,0.0,0.3,0.2,0.1938,0.3684,0.5263
0.3,0.0,0.1,0.6,0.1938,0.3684,0.4737
0.45,0.0,0.15,0.4,0.1938,0.3684,0.4737
0.3,0.0,0.2,0.5,0.1933,0.3684,0.5263
0.65,0.0,0.35,0.0,0.1933,0.3684,0.5263
0.55,0.0,0.3,0.15,0.1931,0.3684,0.5263
0.4,0.0,0.25,0.35,0.193,0.3684,0.5263
0.15,0.0,0.7,0.15,0.1924,0.3684,0.5789
0.6,0.0,0.3,0.1,0.1923,0.3684,0.5263
0.25,0.0,0.15,0.6,0.1921,0.3684,0.5263
0.15,0.0,0.05,0.8,0.1921,0.3684,0.4211
0.0,0.0,0.35,0.65,0.1921,0.3158,0.5263
0.35,0.0,0.2,0.45,0.1919,0.3684,0.5789
0.45,0.0,0.25,0.3,0.1919,0.3684,0.5789
0.15,0.0,0.1,0.75,0.1912,0.3684,0.4737
0.5,0.0,0.25,0.25,0.1906,0.3684,0.5263
0.4,0.0,0.2,0.4,0.1905,0.3684,0.5263
0.8,0.0,0.2,0.0,0.1903,0.3684,0.4737
0.7,0.0,0.2,0.1,0.1901,0.3684,0.4737
0.1,0.0,0.45,0.45,0.19,0.3684,0.5789
0.75,0.0,0.2,0.05,0.1896,0.3684,0.4737
0.65,0.0,0.2,0.15,0.1895,0.3684,0.4737
0.3,0.0,0.15,0.55,0.1894,0.3684,0.4737
0.5,0.0,0.15,0.35,0.1893,0.3684,0.4737
0.35,0.0,0.1,0.55,0.1892,0.3684,0.4737
0.55,0.0,0.15,0.3,0.1892,0.3684,0.4737
0.7,0.0,0.15,0.15,0.1889,0.3684,0.4737
0.75,0.0,0.15,0.1,0.1888,0.3684,0.4737
0.8,0.0,0.15,0.05,0.1888,0.3684,0.4737
0.85,0.0,0.15,0.0,0.1888,0.3684,0.4737
0.6,0.0,0.15,0.25,0.1887,0.3684,0.4737
0.65,0.0,0.15,0.2,0.1887,0.3684,0.4737
0.0,0.0,0.3,0.7,0.1885,0.2632,0.5263
0.65,0.0,0.1,0.25,0.1884,0.3684,0.4737
0.7,0.0,0.1,0.2,0.1884,0.3684,0.4737
0.75,0.0,0.1,0.15,0.1884,0.3684,0.4737
0.8,0.0,0.1,0.1,0.1884,0.3684,0.4737
0.85,0.0,0.1,0.05,0.1884,0.3684,0.4737
0.9,0.0,0.1,0.0,0.1883,0.3684,0.4737
0.0,0.0,0.25,0.75,0.1883,0.2632,0.5263
0.2,0.0,0.1,0.7,0.1882,0.3684,0.4737
0.3,0.0,0.05,0.65,0.1882,0.3684,0.4737
0.45,0.0,0.1,0.45,0.1882,0.3684,0.4737
0.5,0.0,0.1,0.4,0.1882,0.3684,0.4737
0.25,0.0,0.05,0.7,0.1881,0.3684,0.4737
0.4,0.0,0.1,0.5,0.1881,0.3684,0.4737
0.55,0.0,0.1,0.35,0.1881,0.3684,0.4737
0.65,0.0,0.05,0.3,0.1881,0.3684,0.4737
0.7,0.0,0.05,0.25,0.1881,0.3684,0.4737
0.75,0.0,0.05,0.2,0.1881,0.3684,0.4737
0.8,0.0,0.05,0.15,0.1881,0.3684,0.4737
0.85,0.0,0.05,0.1,0.1881,0.3684,0.4737
0.9,0.0,0.05,0.05,0.1881,0.3684,0.4737
0.2,0.0,0.05,0.75,0.188,0.3684,0.4737
0.6,0.0,0.1,0.3,0.188,0.3684,0.4737
0.95,0.0,0.05,0.0,0.188,0.3684,0.4737
0.35,0.0,0.05,0.6,0.1877,0.3684,0.4737
0.4,0.0,0.05,0.55,0.1876,0.3684,0.4737
0.45,0.0,0.05,0.5,0.1876,0.3684,0.4737
0.5,0.0,0.05,0.45,0.1876,0.3684,0.4737
0.55,0.0,0.05,0.4,0.1875,0.3684,0.4737
0.6,0.0,0.05,0.35,0.1875,0.3684,0.4737
0.1,0.0,0.05,0.85,0.1869,0.3684,0.4211
0.0,0.0,0.2,0.8,0.1855,0.2632,0.5263
0.0,0.0,0.15,0.85,0.1849,0.2632,0.5263
0.5,0.0,0.5,0.0,0.184,0.3684,0.6316
0.15,0.0,0.65,0.2,0.1836,0.3684,0.5789
0.0,0.0,0.1,0.9,0.1813,0.2632,0.4737
0.0,0.0,0.05,0.95,0.1809,0.2632,0.4211
0.5,0.0,0.45,0.05,0.1793,0.3684,0.6316
0.45,0.0,0.45,0.1,0.1791,0.3684,0.6316
0.2,0.0,0.8,0.0,0.1784,0.4211,0.5789
0.45,0.0,0.4,0.15,0.1782,0.3684,0.6316
0.4,0.0,0.4,0.2,0.1771,0.3684,0.6316
0.4,0.0,0.35,0.25,0.1754,0.3684,0.6316
0.35,0.0,0.35,0.3,0.1743,0.3684,0.6316
0.3,0.0,0.3,0.4,0.173,0.3684,0.5789
0.4,0.0,0.6,0.0,0.1716,0.3158,0.6842
0.45,0.0,0.5,0.05,0.1702,0.3684,0.6316
0.4,0.0,0.55,0.05,0.1702,0.3158,0.6842
0.25,0.0,0.25,0.5,0.1697,0.3158,0.5789
0.4,0.0,0.45,0.15,0.1695,0.3684,0.6316
0.25,0.0,0.75,0.0,0.1688,0.4211,0.5789
0.2,0.0,0.2,0.6,0.1686,0.3158,0.5263
0.35,0.0,0.4,0.25,0.168,0.3684,0.6316
0.45,0.0,0.55,0.0,0.1675,0.3158,0.6316
0.35,0.0,0.6,0.05,0.1674,0.2632,0.6842
0.35,0.0,0.5,0.15,0.1669,0.3158,0.6842
0.3,0.0,0.7,0.0,0.1668,0.3158,0.5789
0.15,0.0,0.15,0.7,0.1666,0.3158,0.5263
0.3,0.0,0.45,0.25,0.1665,0.3158,0.6842
0.3,0.0,0.65,0.05,0.165,0.2632,0.5789
0.15,0.0,0.6,0.25,0.1649,0.3684,0.5789
0.35,0.0,0.65,0.0,0.1642,0.2632,0.6316
0.2,0.0,0.75,0.05,0.164,0.4211,0.5789
0.35,0.0,0.45,0.2,0.164,0.3158,0.6316
0.3,0.0,0.35,0.35,0.1638,0.3684,0.6316
0.3,0.0,0.4,0.3,0.1635,0.3158,0.6842
0.1,0.0,0.1,0.8,0.1633,0.3158,0.4737
0.4,0.0,0.5,0.1,0.1631,0.3158,0.6316
0.3,0.0,0.5,0.2,0.1626,0.2632,0.6842
0.2,0.0,0.7,0.1,0.1624,0.3684,0.5789
0.05,0.0,0.05,0.9,0.1623,0.3158,0.4737
0.35,0.0,0.55,0.1,0.1623,0.2632,0.6842
0.25,0.0,0.45,0.3,0.1615,0.2632,0.6842
0.15,0.0,0.45,0.4,0.1614,0.3684,0.5789
0.2,0.0,0.6,0.2,0.1614,0.3684,0.5789
0.25,0.0,0.7,0.05,0.1614,0.3684,0.5789
0.3,0.0,0.55,0.15,0.161,0.2632,0.6842
0.25,0.0,0.35,0.4,0.1607,0.3158,0.6842
0.25,0.0,0.55,0.2,0.1606,0.2632,0.5789
0.2,0.0,0.45,0.35,0.1604,0.2632,0.5789
0.25,0.0,0.4,0.35,0.1596,0.2632,0.6842
0.2,0.0,0.65,0.15,0.159,0.3684,0.5789
0.3,0.0,0.6,0.1,0.1588,0.2632,0.6316
0.25,0.0,0.5,0.25,0.1586,0.2632,0.6316
0.15,0.0,0.5,0.35,0.158,0.3684,0.5789
0.15,0.0,0.55,0.3,0.158,0.3684,0.5789
0.2,0.0,0.3,0.5,0.158,0.2632,0.6842
0.25,0.0,0.3,0.45,0.1577,0.2632,0.5789
0.2,0.0,0.4,0.4,0.1576,0.2632,0.6316
0.1,0.0,0.4,0.5,0.1574,0.3684,0.5789
0.2,0.0,0.35,0.45,0.1574,0.2632,0.6842
0.25,0.0,0.65,0.1,0.1573,0.3158,0.5789
0.2,0.0,0.55,0.25,0.1553,0.3158,0.5789
0.15,0.0,0.35,0.5,0.1546,0.2632,0.5789
0.2,0.0,0.5,0.3,0.1536,0.3158,0.5789
0.2,0.0,0.25,0.55,0.1532,0.2632,0.5789
0.15,0.0,0.4,0.45,0.1527,0.3158,0.5789
0.15,0.0,0.25,0.6,0.1523,0.2105,0.6316
0.15,0.0,0.2,0.65,0.1522,0.2632,0.6316
0.25,0.0,0.6,0.15,0.1518,0.2632,0.5789
0.1,0.0,0.15,0.75,0.1516,0.2632,0.5789
0.05,0.0,0.2,0.75,0.1509,0.3158,0.5789
0.1,0.0,0.3,0.6,0.1502,0.3158,0.5789
0.1,0.0,0.35,0.55,0.1496,0.3158,0.5789
0.15,0.0,0.3,0.55,0.1494,0.2105,0.6316
0.1,0.0,0.2,0.7,0.1474,0.2105,0.5789
0.05,0.0,0.1,0.85,0.1465,0.2105,0.5789
0.05,0.0,0.15,0.8,0.1454,0.2632,0.5263
0.1,0.0,0.25,0.65,0.1424,0.2632,0.5789
